userId,itemId,Crime,Children's,Adventure,Musical,unknown,Action,Animation,Comedy,local_prediction,predicted_value,R2_Score,intercept,Sci-Fi,Drama,Romance,Documentary,Western,Thriller,Horror,Mystery,War,Film-Noir,Fantasy
18,95,0.21,-0.715,-0.008,0.0,0.0,-0.382,0.545,-0.238,3.532,3.451,0.145,3.934,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,1063,-0.066,-0.037,0.084,0.0,0.056,0.134,0.195,-0.085,2.636,2.548,0.055,2.65,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,320,0.0,-0.012,0.112,0.0,0.0,-0.403,0.263,-0.065,3.99,4.137,0.233,2.441,0.0,0.619,0.0,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0
311,735,0.004,-0.329,0.007,0.0,0.0,-0.45,0.402,-0.162,3.664,3.808,0.24,3.059,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,837,-0.168,-0.051,0.214,0.0,0.0,0.402,0.167,0.154,3.645,3.623,0.232,2.76,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,1026,-0.148,-0.191,0.02,0.0,-0.157,-0.381,0.236,-0.24,2.84,2.9,0.184,3.587,0.0,0.0,0.0,0.0,0.0,0.0,-0.866,0.0,0.0,0.0,0.0
692,156,-0.157,0.179,0.141,0.0,0.0,0.234,0.02,-0.049,3.862,4.06,0.082,3.014,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0
493,288,0.19,-0.7,-0.105,0.0,0.0,-0.448,0.311,-0.329,3.495,3.757,0.201,2.937,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,480,-0.159,-0.155,0.089,0.169,0.0,-0.233,0.018,-0.14,3.759,3.772,0.056,3.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,500,0.074,-0.415,0.09,0.0,0.0,-0.148,0.539,-0.054,4.183,4.19,0.112,3.947,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,269,0.0,-0.654,-0.042,0.0,0.0,-0.445,0.388,-0.38,3.411,3.32,0.197,3.594,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0
70,371,0.298,-0.932,0.042,0.0,0.0,0.122,0.564,-0.155,3.441,3.611,0.276,2.969,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,944,-0.015,-0.421,0.019,0.0,0.0,-0.144,0.316,-0.163,2.487,2.358,0.108,3.05,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,585,-0.043,-0.266,0.197,0.0,-0.122,-0.12,0.62,0.0,2.635,2.276,0.123,2.53,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,0.0
496,310,0.304,-1.036,-0.101,0.0,0.0,-0.291,0.489,-0.123,3.096,3.042,0.266,3.361,0.0,0.0,-0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,657,0.122,-0.7,-0.031,0.0,-0.267,-0.512,0.574,-0.204,3.289,3.456,0.304,2.507,0.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,657,0.005,-0.389,0.001,0.0,-0.151,-0.531,0.349,-0.212,3.712,3.766,0.287,3.195,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,824,0.009,-0.311,0.052,0.0,0.0,-0.417,0.491,-0.157,3.029,3.033,0.213,2.628,0.0,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,103,0.099,-0.449,0.041,0.0,0.0,-0.085,0.432,-0.162,3.584,3.904,0.1,3.514,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,388,-0.006,-0.5,0.004,0.0,0.0,-0.274,0.426,-0.315,2.713,2.578,0.069,3.299,0.0,0.0,0.0,-0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,112,0.0,-0.659,-0.055,0.0,0.0,-0.38,0.399,-0.309,3.787,4.11,0.147,3.897,-0.163,0.0,0.0,0.0,0.0,-0.214,0.0,0.0,0.0,0.0,0.0
140,38,0.085,-0.374,-0.141,0.0,0.0,-0.354,0.366,-0.205,3.995,4.026,0.15,3.512,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,222,0.098,-0.633,-0.004,0.0,0.0,-0.023,0.269,-0.195,4.389,4.501,0.172,4.061,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,1118,-0.115,0.155,0.114,0.0,0.0,0.249,0.175,-0.014,3.05,2.81,0.088,3.021,0.0,0.0,0.0,-0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,49,0.138,-0.642,0.127,0.0,0.0,-0.291,0.545,0.0,4.353,4.602,0.209,3.237,0.0,0.461,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
901,357,0.0,0.092,0.08,0.0,-0.059,-0.028,0.274,0.0,3.992,4.278,0.059,2.996,0.003,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.359,0.0,0.0
807,98,0.0,-0.684,-0.031,0.0,-0.164,-0.241,0.487,0.0,3.427,3.462,0.14,3.28,0.0,0.0,-0.056,0.0,0.0,0.079,0.0,0.295,0.0,0.0,0.0
655,111,0.044,-0.17,-0.052,0.0,-0.036,-0.179,0.408,-0.113,3.963,4.102,0.143,3.469,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,4,0.048,-0.369,0.002,0.0,0.0,-0.298,0.439,-0.079,3.61,3.699,0.139,3.185,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,371,-0.032,-0.257,0.242,0.0,0.0,0.241,0.211,-0.138,3.445,3.564,0.152,3.271,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,307,-0.063,-0.285,-0.102,-0.15,-0.045,-0.228,0.115,-0.345,3.419,3.619,0.176,3.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1268,0.195,-0.477,0.005,0.0,0.0,-0.214,0.497,-0.038,3.037,2.611,0.106,3.501,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,347,-0.11,-0.169,0.016,0.0,-0.149,-0.268,0.191,-0.273,3.835,4.102,0.082,3.554,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,360,0.0,-0.272,0.039,-0.046,0.0,0.031,0.245,-0.157,3.157,2.983,0.128,3.317,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,454,0.086,-0.529,-0.0,0.0,-0.233,-0.388,0.5,-0.233,3.383,3.523,0.193,3.008,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,939,-0.261,0.162,-0.003,0.0,0.0,-0.331,0.006,0.0,3.231,3.275,0.121,3.198,0.0,0.0,0.0,0.0,0.0,-0.075,0.0,0.0,0.0,0.326,0.0
466,345,-0.26,0.075,0.099,0.0,0.0,0.36,-0.329,0.065,2.82,2.746,0.105,3.222,0.0,0.0,0.0,-0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,103,-0.16,-0.246,0.078,0.0,0.0,-0.27,0.144,-0.124,3.705,3.85,0.064,3.708,0.0,0.0,0.0,-0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,269,0.0,-0.363,0.009,0.0,-0.36,-0.578,0.303,-0.298,2.786,2.778,0.215,3.252,-0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0
103,86,0.109,-0.507,-0.066,0.0,-0.263,-0.25,0.447,-0.132,4.026,4.107,0.124,3.997,0.0,0.0,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,98,0.0,-0.399,-0.072,0.0,0.0,-0.197,0.428,0.0,3.384,3.325,0.082,3.419,0.0,0.0,0.027,0.0,0.0,0.065,0.0,0.188,0.0,0.0,0.0
117,504,-0.076,-0.152,-0.046,0.0,-0.008,-0.147,0.22,-0.196,4.05,4.104,0.065,4.09,0.0,0.0,0.0,-0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,367,0.016,-0.228,0.022,0.0,0.0,-0.084,0.258,-0.123,4.077,4.375,0.036,3.606,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,370,0.0,-0.624,-0.099,0.0,0.0,-0.262,0.446,-0.243,3.038,2.805,0.155,3.828,0.0,0.0,0.0,0.0,0.0,-0.07,-0.254,0.0,0.0,0.0,0.0
478,661,0.094,-0.603,-0.093,0.0,0.0,-0.418,0.333,-0.242,4.056,4.244,0.153,3.366,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,559,0.099,-0.36,0.014,0.0,-0.241,-0.164,0.68,-0.196,2.929,2.811,0.084,3.271,0.0,0.0,0.0,0.0,0.0,-0.107,0.0,0.0,0.0,0.0,0.0
233,928,0.0,-0.014,0.035,0.0,0.0,0.168,0.151,-0.037,3.252,3.052,0.082,3.064,0.0,0.148,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0
84,52,0.0,-0.313,-0.077,0.0,0.099,0.228,0.324,0.0,3.248,3.285,0.096,3.238,-0.332,0.0,-0.014,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
597,1002,-0.035,-0.23,0.077,0.0,0.0,-0.137,0.325,-0.1,3.254,3.159,0.044,3.773,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,261,0.0,-0.683,-0.064,0.0,0.0,-0.422,0.434,-0.37,3.799,3.854,0.184,4.145,0.0,0.0,0.114,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0
637,655,0.091,-0.52,-0.001,0.0,-0.276,-0.296,0.468,-0.194,3.36,3.285,0.109,3.559,0.0,0.0,0.0,0.0,0.0,0.0,-0.049,0.0,0.0,0.0,0.0
35,956,-0.05,-0.19,0.127,0.0,0.0,0.138,0.216,-0.14,1.732,1.728,0.084,1.715,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,329,0.099,-0.598,-0.001,0.0,0.0,-0.106,0.349,-0.228,3.746,3.993,0.138,3.478,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,511,0.107,-0.529,0.03,0.0,0.0,0.023,0.455,-0.223,3.517,3.517,0.14,3.359,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,274,0.0,-0.718,-0.024,0.0,0.0,-0.302,0.549,-0.177,2.37,1.878,0.182,3.086,0.0,0.304,0.0,0.0,0.0,-0.037,0.0,0.0,0.0,0.0,0.0
534,49,0.171,-0.664,0.033,0.0,-0.143,-0.389,0.593,0.0,3.561,3.819,0.257,2.374,0.0,0.537,0.0,0.0,0.0,-0.037,0.0,0.0,0.0,0.0,0.0
439,925,0.098,-0.261,-0.05,0.0,0.0,-0.359,0.651,-0.116,1.953,1.824,0.211,1.924,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,418,0.049,-0.424,-0.007,0.0,0.0,-0.372,0.525,-0.14,4.054,4.179,0.17,3.536,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,146,0.227,-0.643,-0.077,0.0,-0.174,-0.153,0.523,-0.204,3.097,2.927,0.15,3.645,0.0,0.0,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,52,0.0,-0.521,-0.002,0.0,0.0,-0.149,0.305,0.0,4.315,4.461,0.115,3.678,0.011,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.0
169,104,-0.104,0.0,-0.055,0.0,0.0,-0.153,0.132,0.0,2.997,3.061,0.084,3.444,0.0,0.0,0.0,0.0,0.0,-0.063,-0.524,0.116,0.0,0.0,0.0
896,221,-0.088,-0.227,-0.006,0.0,0.0,-0.226,0.195,-0.249,3.57,3.849,0.088,3.26,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,881,0.0,-0.486,-0.058,0.0,-0.271,-0.432,0.383,-0.342,3.654,3.728,0.168,4.068,0.0,0.0,0.0,0.0,0.0,-0.159,-0.402,0.0,0.0,0.0,0.0
914,140,0.074,-0.379,-0.143,0.0,0.0,-0.346,0.346,-0.247,3.073,3.231,0.143,3.356,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0
437,899,0.145,-0.712,-0.029,0.0,-0.231,-0.244,0.577,-0.141,2.229,1.839,0.152,3.163,0.0,0.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,47,0.065,-0.481,0.019,0.0,0.0,-0.351,0.522,-0.139,3.327,3.441,0.274,3.171,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,0,0.088,-0.619,-0.015,0.0,0.0,-0.289,0.468,0.032,4.218,4.474,0.11,3.674,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,989,0.01,-0.337,0.039,0.0,0.0,-0.339,0.374,-0.206,3.861,3.914,0.276,3.382,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,399,0.289,0.0,-0.155,0.0,-0.148,-0.107,0.196,0.0,3.723,3.725,0.104,3.067,0.0,0.304,-0.038,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0
129,550,-0.111,-0.531,0.09,0.0,-0.183,-0.585,0.466,-0.224,3.948,4.162,0.157,3.746,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,603,0.12,-0.428,0.015,0.0,-0.105,-0.056,0.498,-0.098,3.838,3.876,0.108,3.599,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,51,0.0,-0.661,-0.136,0.0,-0.278,-0.523,0.255,-0.322,2.931,2.629,0.215,3.525,0.0,0.0,0.0,0.0,0.0,-0.231,0.0,0.24,0.0,0.0,0.0
916,98,0.0,-0.531,-0.021,0.0,0.0,-0.305,0.443,0.0,2.88,2.798,0.109,3.039,0.0,0.0,0.152,0.0,0.0,-0.071,0.0,0.229,0.0,0.0,0.0
885,1260,0.051,-0.451,0.101,0.0,0.0,-0.129,0.544,-0.001,2.839,2.635,0.127,3.127,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,505,0.18,-1.087,0.073,0.0,0.0,-0.633,0.667,-0.297,3.553,3.746,0.19,2.968,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
605,140,-0.055,-0.228,-0.078,0.0,0.0,-0.296,0.152,-0.403,3.19,3.311,0.124,3.385,0.0,0.0,0.0,0.0,0.0,-0.063,0.0,0.0,0.0,0.0,0.0
867,145,0.081,-0.379,-0.0,0.0,0.0,-0.357,0.48,-0.199,3.601,3.853,0.103,3.274,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
396,221,-0.117,-0.385,-0.102,0.0,0.0,-0.442,-0.064,-0.378,2.823,2.929,0.187,2.99,0.0,0.0,0.0,-0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,353,0.0,-0.657,0.061,0.0,-0.331,-0.206,0.501,-0.259,2.608,2.371,0.081,3.304,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.274,0.0,0.0,0.0
602,355,-0.034,-0.356,0.068,0.0,0.0,-0.099,0.424,-0.165,3.872,3.88,0.113,3.732,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,182,0.211,-0.776,-0.086,0.0,0.0,-0.366,0.53,-0.255,4.017,4.264,0.175,3.96,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,34,0.294,-0.727,-0.197,0.0,-0.26,-0.387,0.626,-0.137,3.725,3.819,0.221,3.381,0.0,0.0,0.0,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,81,0.063,-0.537,0.081,0.0,-0.224,-0.144,0.431,-0.149,3.895,3.955,0.163,3.458,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1095,0.028,-0.276,-0.013,0.0,0.0,-0.192,0.385,-0.375,3.288,3.067,0.127,3.853,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0
396,88,-0.166,-0.341,-0.122,0.0,0.0,-0.445,-0.05,-0.374,2.588,2.569,0.178,3.002,0.0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,220,0.0,-0.26,-0.02,0.0,0.0,-0.458,0.464,0.0,4.051,4.012,0.342,3.194,0.0,0.534,0.144,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0
359,325,0.0,-0.623,0.038,0.0,0.0,-0.352,0.519,-0.224,3.886,4.067,0.229,3.297,0.0,0.321,0.0,0.0,0.0,-0.095,0.0,0.0,0.0,0.0,0.0
65,60,0.0,-0.726,-0.131,0.0,-0.318,-0.408,0.298,-0.406,3.058,3.098,0.228,3.606,0.0,0.0,0.0,0.0,0.0,-0.151,-0.478,0.0,0.0,0.0,0.0
65,357,0.0,-0.688,-0.047,0.0,-0.201,-0.399,0.365,0.0,3.966,4.263,0.161,3.371,-0.064,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.497,0.0,0.0
793,549,-0.132,0.202,0.097,0.0,0.0,0.266,0.129,-0.01,3.083,3.299,0.087,3.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218
631,866,-0.102,-0.256,-0.021,0.0,0.0,-0.605,0.441,-0.308,2.618,2.707,0.184,2.749,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,251,0.047,-0.352,0.008,0.0,0.0,-0.152,0.363,-0.179,2.891,2.883,0.068,3.086,0.0,0.0,0.0,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,209,0.0,-0.498,-0.063,0.0,-0.138,0.169,0.763,-0.351,3.602,3.739,0.194,3.158,-0.052,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,311,0.0,-0.655,-0.005,0.0,0.0,-0.373,0.385,0.0,3.616,3.765,0.154,3.204,-0.077,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.527,0.0,0.0
409,376,-0.086,-0.347,0.11,0.0,0.0,-0.194,0.021,-0.203,3.613,3.488,0.098,3.735,0.0,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,51,0.0,-0.196,-0.071,0.0,0.0,-0.361,0.134,-0.292,3.561,3.456,0.158,3.733,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.119,0.0,0.0,0.0
137,586,0.102,-0.399,0.08,0.0,0.0,-0.386,0.519,-0.092,4.022,4.266,0.118,3.625,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,182,0.214,-0.813,-0.204,0.0,0.0,-0.472,0.322,-0.281,3.307,3.457,0.196,3.537,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,905,-0.048,-0.222,0.155,0.0,0.0,0.109,0.26,-0.218,3.892,3.958,0.103,3.823,0.0,0.0,0.0,-0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,243,0.205,-0.494,0.048,0.0,-0.147,-0.173,0.667,-0.161,3.168,3.191,0.17,2.877,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,112,0.0,-0.667,0.021,0.0,0.0,-0.189,0.408,-0.189,3.965,4.356,0.1,3.22,0.256,0.0,0.0,0.0,0.0,-0.105,0.0,0.0,0.0,0.0,0.0
899,365,0.007,-0.183,-0.021,0.0,0.0,-0.076,0.3,-0.145,4.418,4.392,0.112,4.294,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,136,-0.069,-0.361,-0.002,0.0,-0.22,-0.286,0.039,-0.39,3.299,3.309,0.142,3.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
333,357,0.0,-0.692,-0.048,0.0,-0.22,-0.563,0.535,0.0,4.154,4.495,0.173,3.786,-0.093,0.0,-0.022,0.0,0.0,0.0,0.0,0.0,0.412,0.0,0.0
38,116,0.0,-0.321,-0.022,0.0,-0.282,-0.161,0.386,-0.415,3.489,3.323,0.144,3.892,0.059,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0
116,363,-0.098,-0.049,0.042,0.0,-0.011,-0.174,0.341,-0.237,4.118,4.285,0.086,4.072,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1008,0.0,-0.205,-0.021,-0.096,0.049,-0.127,0.12,-0.242,3.578,3.493,0.241,3.554,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,1076,0.001,-0.419,0.051,0.0,0.0,-0.317,0.28,-0.104,3.968,3.947,0.275,3.618,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,170,0.084,-0.651,-0.014,0.0,-0.325,-0.47,0.442,-0.268,4.431,4.669,0.144,3.824,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,231,-0.127,-0.257,0.153,0.0,-0.15,-0.353,0.512,-0.047,3.389,3.573,0.075,3.264,-0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1052,0.124,-0.956,0.026,0.0,0.0,-0.228,0.264,-0.308,3.753,3.614,0.298,3.695,0.0,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,647,0.054,-0.613,-0.038,0.0,0.0,-0.472,0.355,-0.194,3.433,3.341,0.325,3.241,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,12,-0.05,-0.179,0.044,0.0,0.0,-0.012,0.258,-0.21,3.958,4.111,0.063,3.433,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,952,-0.035,-0.218,0.103,0.0,0.0,-0.047,0.39,-0.243,4.103,3.978,0.086,4.037,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,158,0.113,-0.545,0.045,0.0,-0.266,-0.23,0.34,-0.215,3.553,3.61,0.143,3.668,0.0,0.0,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,22,-0.101,-0.169,0.159,0.0,0.0,0.083,0.317,-0.088,4.181,4.446,0.048,3.571,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,0.0,0.0,0.0
713,1179,-0.065,-0.138,0.185,0.0,0.0,0.16,0.446,0.018,3.415,3.424,0.065,3.286,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,329,0.256,-0.533,-0.218,0.0,0.0,-0.377,0.463,-0.304,3.246,3.559,0.178,2.923,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,33,0.043,-0.414,0.105,0.0,-0.153,-0.067,0.344,-0.138,3.291,3.291,0.062,3.38,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,368,-0.054,-0.343,0.091,0.0,0.0,-0.216,0.322,-0.192,2.832,2.848,0.082,3.072,0.0,0.0,0.0,0.0,0.0,-0.057,0.0,0.0,0.0,0.0,0.0
744,182,0.007,-0.296,0.068,0.0,-0.05,-0.023,0.375,-0.159,3.584,3.768,0.054,3.251,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,889,0.049,-0.402,-0.085,0.0,0.0,-0.318,0.253,-0.306,2.308,2.196,0.191,2.952,-0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,22,-0.02,-0.386,0.061,0.0,0.0,-0.158,0.384,-0.229,4.111,4.363,0.102,3.812,0.0,0.0,0.0,0.0,0.0,-0.046,0.0,0.0,0.0,0.0,0.0
853,671,0.0,-0.048,0.059,0.0,0.0,-0.212,0.188,-0.186,3.233,3.387,0.163,2.986,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.115
343,544,0.357,-0.474,-0.086,-0.338,-0.183,0.135,0.799,-0.394,3.612,3.801,0.197,3.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,647,-0.097,-0.36,0.115,0.0,0.0,-0.272,0.419,-0.043,3.692,3.604,0.183,3.484,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,305,0.035,-0.4,0.044,0.0,-0.123,-0.195,0.357,-0.199,3.514,3.66,0.092,3.432,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,189,0.09,-0.538,0.007,0.0,0.0,-0.342,0.451,-0.152,3.942,4.291,0.269,3.141,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,190,0.0,-0.715,0.001,0.0,0.0,0.252,0.688,-0.072,3.189,3.028,0.138,3.299,0.0,0.062,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0
501,834,-0.018,-0.135,0.071,0.0,0.0,0.108,0.375,-0.206,3.253,3.321,0.055,3.323,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,930,-0.1,-0.283,-0.088,0.0,0.0,-0.535,0.243,-0.249,4.163,4.305,0.114,4.502,0.0,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,607,-0.084,0.028,-0.058,0.0,0.0,-0.202,0.185,-0.285,2.514,2.379,0.091,3.068,0.0,0.0,0.0,-0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,150,0.0,0.027,0.161,0.0,0.0,0.15,0.177,0.029,4.212,4.34,0.085,3.419,0.12,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0
369,570,0.0,-0.235,0.084,0.0,0.0,-0.251,0.35,-0.183,2.988,2.642,0.184,3.295,0.0,0.254,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,209,0.0,-0.359,0.061,0.0,0.0,-0.119,0.162,-0.306,3.325,3.322,0.265,3.115,-0.157,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,136,-0.157,-0.126,0.08,0.0,0.349,0.339,-0.173,-0.063,3.852,3.989,0.066,3.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0
253,932,-0.03,-0.335,0.001,0.0,0.0,-0.313,0.224,-0.242,2.84,2.664,0.108,3.526,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,480,-0.133,-0.052,0.059,0.175,0.0,-0.189,0.17,-0.267,4.042,4.153,0.096,3.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
