userId,itemId,rank,explanations,expl
145.0,569.0,5.0,{},0.0
145.0,180.0,6.0,{5: 1},0.1351
145.0,936.0,7.0,{5: 1},0.119
145.0,200.0,8.0,"{3: 1, 5: 5}",0.56
145.0,856.0,9.0,{},0.0
145.0,1271.0,10.0,{},0.0
146.0,1255.0,1.0,{},0.0
146.0,569.0,2.0,{},0.0
146.0,180.0,3.0,{},0.0
146.0,174.0,4.0,{},0.0
146.0,36.0,5.0,{},0.0
146.0,277.0,6.0,{},0.0
146.0,200.0,7.0,{},0.0
146.0,1271.0,8.0,{},0.0
146.0,62.0,9.0,{},0.0
146.0,66.0,10.0,{},0.0
147.0,1255.0,1.0,{},0.0
147.0,569.0,2.0,{},0.0
147.0,200.0,3.0,"{4: 1, 5: 3}",0.38
147.0,101.0,4.0,"{4: 1, 5: 9}",0.98
147.0,161.0,5.0,"{4: 2, 5: 8}",0.96
147.0,174.0,6.0,"{4: 1, 5: 4}",0.3878
147.0,130.0,7.0,{},0.0
147.0,36.0,8.0,{5: 1},0.0
147.0,62.0,9.0,"{3: 1, 4: 1, 5: 1}",0.2553
147.0,1271.0,10.0,{},0.0
148.0,1255.0,1.0,{},0.0
148.0,180.0,2.0,{4: 2},0.2162
148.0,174.0,3.0,"{4: 1, 5: 2}",0.1837
148.0,216.0,4.0,"{2: 1, 3: 1, 4: 1, 5: 2}",0.34
148.0,36.0,5.0,{4: 4},0.25
148.0,496.0,6.0,{5: 1},0.1087
148.0,5.0,7.0,{4: 1},0.0851
148.0,260.0,8.0,"{4: 2, 5: 1}",0.2708
148.0,277.0,9.0,"{4: 1, 5: 1}",0.2045
148.0,49.0,10.0,{5: 5},0.4082
149.0,1255.0,1.0,{},0.0
149.0,174.0,2.0,"{4: 3, 5: 1}",0.2653
149.0,180.0,3.0,"{4: 1, 5: 2}",0.3784
149.0,569.0,4.0,"{3: 1, 4: 1}",0.1071
149.0,277.0,5.0,"{4: 2, 5: 1}",0.2955
149.0,200.0,6.0,"{4: 1, 5: 5}",0.58
149.0,1271.0,7.0,{},0.0
149.0,66.0,8.0,{4: 3},0.2609
149.0,240.0,9.0,"{4: 2, 5: 1}",0.26
149.0,62.0,10.0,{},0.0
150.0,1255.0,1.0,{5: 1},0.0
150.0,216.0,2.0,"{3: 2, 4: 2, 5: 3}",0.5
150.0,174.0,3.0,"{4: 3, 5: 4}",0.6531
150.0,496.0,4.0,"{3: 2, 4: 3, 5: 1}",0.3913
150.0,5.0,5.0,"{3: 1, 4: 3, 5: 2}",0.4255
150.0,180.0,6.0,"{4: 1, 5: 1}",0.2432
150.0,36.0,7.0,"{3: 1, 5: 3}",0.375
150.0,330.0,8.0,"{3: 1, 4: 1, 5: 1}",0.2759
150.0,1047.0,9.0,{5: 1},0.2174
150.0,240.0,10.0,"{4: 3, 5: 4}",0.54
151.0,1255.0,1.0,{},0.0
151.0,36.0,2.0,"{4: 2, 5: 1}",0.1667
151.0,569.0,3.0,{},0.0
151.0,66.0,4.0,"{4: 1, 5: 2}",0.2174
151.0,254.0,5.0,"{4: 3, 5: 2}",0.4583
151.0,496.0,6.0,"{3: 2, 4: 1, 5: 1}",0.2609
151.0,200.0,7.0,"{3: 1, 4: 1, 5: 2}",0.34
151.0,240.0,8.0,"{2: 1, 4: 1, 5: 1}",0.18
151.0,277.0,9.0,{5: 3},0.3409
151.0,1271.0,10.0,{},0.0
152.0,1255.0,1.0,{},0.0
152.0,180.0,2.0,{},0.0
152.0,174.0,3.0,{},0.0
152.0,36.0,4.0,{},0.0
152.0,569.0,5.0,{},0.0
152.0,200.0,6.0,{},0.0
152.0,277.0,7.0,{},0.0
152.0,66.0,8.0,{},0.0
152.0,254.0,9.0,{},0.0
152.0,240.0,10.0,{},0.0
153.0,1255.0,1.0,{},0.0
153.0,496.0,2.0,"{4: 1, 5: 1}",0.1957
153.0,5.0,3.0,"{3: 2, 4: 4, 5: 3}",0.6809
153.0,512.0,4.0,"{3: 1, 4: 1, 5: 1}",0.2727
153.0,277.0,5.0,"{4: 2, 5: 5}",0.5455
153.0,330.0,6.0,"{3: 1, 4: 1}",0.1034
153.0,569.0,7.0,"{4: 1, 5: 1}",0.1786
153.0,1047.0,8.0,"{3: 1, 4: 1}",0.1739
153.0,275.0,9.0,"{3: 1, 4: 3}",0.3261
153.0,1271.0,10.0,{},0.0
154.0,1255.0,1.0,{},0.0
154.0,180.0,2.0,"{4: 1, 5: 1}",0.2432
154.0,36.0,3.0,"{4: 4, 5: 2}",0.4583
154.0,200.0,4.0,"{4: 2, 5: 5}",0.66
154.0,66.0,5.0,"{4: 2, 5: 3}",0.3043
154.0,62.0,6.0,"{3: 2, 5: 3}",0.4468
154.0,101.0,7.0,"{3: 4, 4: 1, 5: 5}",0.64
154.0,277.0,8.0,"{4: 1, 5: 2}",0.2273
154.0,753.0,9.0,"{4: 3, 5: 1}",0.3429
154.0,936.0,10.0,"{3: 2, 4: 2, 5: 1}",0.3571
155.0,1255.0,1.0,{},0.0
155.0,569.0,2.0,{},0.0
155.0,180.0,3.0,{},0.0
155.0,174.0,4.0,{},0.0
155.0,36.0,5.0,{},0.0
155.0,200.0,6.0,{},0.0
155.0,277.0,7.0,{},0.0
155.0,1271.0,8.0,{},0.0
155.0,130.0,9.0,{5: 1},0.0
155.0,62.0,10.0,{},0.0
156.0,1255.0,1.0,{4: 1},0.4444
156.0,216.0,2.0,"{3: 3, 4: 1, 5: 3}",0.42
156.0,174.0,3.0,"{3: 1, 4: 3, 5: 5}",0.6531
156.0,180.0,4.0,{},0.0
156.0,36.0,5.0,"{4: 1, 5: 4}",0.5
156.0,496.0,6.0,"{3: 1, 4: 2, 5: 4}",0.5652
156.0,260.0,7.0,"{3: 2, 4: 2, 5: 4}",0.7083
156.0,49.0,8.0,"{3: 2, 4: 3, 5: 3}",0.5714
156.0,277.0,9.0,{},0.0
156.0,753.0,10.0,"{4: 1, 5: 2}",0.2571
157.0,1255.0,1.0,{},0.0
157.0,180.0,2.0,"{4: 1, 5: 2}",0.2432
157.0,36.0,3.0,"{3: 1, 4: 2, 5: 2}",0.3333
157.0,277.0,4.0,"{4: 1, 5: 2}",0.2273
157.0,496.0,5.0,"{4: 2, 5: 1}",0.1957
157.0,569.0,6.0,{},0.0
157.0,49.0,7.0,"{1: 1, 2: 1, 4: 1, 5: 4}",0.3061
157.0,330.0,8.0,{4: 1},0.1379
157.0,1271.0,9.0,{},0.0
157.0,753.0,10.0,{4: 1},0.1143
158.0,1255.0,1.0,{},0.0
158.0,180.0,2.0,"{4: 1, 5: 2}",0.3784
158.0,174.0,3.0,"{4: 1, 5: 3}",0.2857
158.0,569.0,4.0,{},0.0
158.0,1271.0,5.0,{},0.0
158.0,66.0,6.0,"{4: 2, 5: 1}",0.2826
158.0,277.0,7.0,{5: 1},0.1136
158.0,496.0,8.0,{5: 1},0.1087
158.0,200.0,9.0,"{4: 1, 5: 3}",0.38
158.0,522.0,10.0,"{4: 1, 5: 1}",0.45
159.0,1255.0,1.0,{},0.0
159.0,180.0,2.0,{5: 4},0.4054
159.0,174.0,3.0,"{4: 2, 5: 2}",0.3673
159.0,569.0,4.0,{5: 2},0.3571
159.0,36.0,5.0,"{3: 2, 4: 1, 5: 2}",0.4167
159.0,200.0,6.0,"{4: 1, 5: 7}",0.78
159.0,277.0,7.0,{5: 4},0.4545
159.0,1271.0,8.0,{},0.0
159.0,130.0,9.0,"{4: 1, 5: 1}",0.1837
159.0,62.0,10.0,"{3: 1, 4: 4}",0.3404
160.0,1255.0,1.0,{},0.0
160.0,569.0,2.0,{},0.0
160.0,180.0,3.0,{},0.0
160.0,174.0,4.0,{},0.0
160.0,36.0,5.0,{},0.0
160.0,277.0,6.0,{},0.0
160.0,200.0,7.0,{},0.0
160.0,66.0,8.0,{},0.0
160.0,1271.0,9.0,{},0.0
160.0,936.0,10.0,{},0.0
161.0,1255.0,1.0,{},0.0
161.0,569.0,2.0,{},0.0
161.0,347.0,3.0,{},0.0
161.0,101.0,4.0,{},0.0
161.0,408.0,5.0,{},0.0
161.0,200.0,6.0,{},0.0
161.0,161.0,7.0,{},0.0
161.0,719.0,8.0,{5: 4},0.4255
161.0,130.0,9.0,{},0.0
161.0,277.0,10.0,{},0.0
162.0,1255.0,1.0,{},0.0
162.0,180.0,2.0,"{4: 1, 5: 2}",0.3784
162.0,36.0,3.0,"{3: 1, 4: 1, 5: 4}",0.5625
162.0,5.0,4.0,"{3: 1, 4: 1, 5: 7}",0.8936
162.0,66.0,5.0,"{3: 1, 4: 3, 5: 4}",0.6739
162.0,1047.0,6.0,{},0.0
162.0,569.0,7.0,"{3: 1, 5: 3}",0.6429
162.0,330.0,8.0,"{3: 2, 4: 1, 5: 1}",0.3793
162.0,1271.0,9.0,{4: 1},0.4444
162.0,522.0,10.0,{},0.0
163.0,1255.0,1.0,{},0.0
163.0,569.0,2.0,{},0.0
163.0,180.0,3.0,{},0.0
163.0,174.0,4.0,{},0.0
163.0,36.0,5.0,{},0.0
163.0,200.0,6.0,{},0.0
163.0,277.0,7.0,{},0.0
163.0,1271.0,8.0,{},0.0
163.0,66.0,9.0,{},0.0
163.0,936.0,10.0,{},0.0
164.0,1255.0,1.0,{},0.0
164.0,180.0,2.0,{},0.0
164.0,569.0,3.0,{},0.0
164.0,174.0,4.0,{},0.0
164.0,36.0,5.0,{},0.0
164.0,277.0,6.0,{},0.0
164.0,200.0,7.0,{},0.0
164.0,1271.0,8.0,{},0.0
164.0,62.0,9.0,{},0.0
164.0,66.0,10.0,{},0.0
165.0,1255.0,1.0,{},0.0
165.0,180.0,2.0,"{4: 2, 5: 1}",0.3514
165.0,36.0,3.0,"{2: 1, 3: 1, 4: 3, 5: 2}",0.4167
165.0,569.0,4.0,{},0.0
165.0,277.0,5.0,"{4: 1, 5: 2}",0.3182
165.0,66.0,6.0,"{2: 1, 3: 1, 4: 2, 5: 1}",0.3478
165.0,62.0,7.0,"{3: 2, 5: 1}",0.234
165.0,200.0,8.0,"{4: 3, 5: 3}",0.44
165.0,753.0,9.0,"{3: 1, 4: 1, 5: 2}",0.4857
165.0,936.0,10.0,"{1: 1, 4: 2, 5: 1}",0.3095
166.0,1255.0,1.0,{},0.0
166.0,174.0,2.0,{},0.0
166.0,180.0,3.0,{3: 1},0.0811
166.0,36.0,4.0,{4: 1},0.0833
166.0,240.0,5.0,"{4: 1, 5: 2}",0.2
166.0,118.0,6.0,{5: 1},0.102
166.0,254.0,7.0,{},0.0
166.0,200.0,8.0,"{4: 3, 5: 1}",0.24
166.0,260.0,9.0,"{3: 1, 5: 1}",0.1667
166.0,569.0,10.0,"{3: 1, 4: 2}",0.1429
167.0,1255.0,1.0,{},0.0
167.0,161.0,2.0,{},0.0
167.0,101.0,3.0,{},0.0
167.0,200.0,4.0,{},0.0
167.0,254.0,5.0,{},0.0
167.0,240.0,6.0,{},0.0
167.0,174.0,7.0,{4: 1},0.0816
167.0,216.0,8.0,{},0.0
167.0,180.0,9.0,"{3: 1, 5: 1}",0.2162
167.0,36.0,10.0,{5: 1},0.0
168.0,1255.0,1.0,{},0.0
168.0,174.0,2.0,{},0.0
168.0,180.0,3.0,{},0.0
168.0,36.0,4.0,{},0.0
168.0,200.0,5.0,{},0.0
168.0,569.0,6.0,{},0.0
168.0,66.0,7.0,{},0.0
168.0,277.0,8.0,{},0.0
168.0,130.0,9.0,"{3: 3, 5: 2}",0.2857
168.0,1271.0,10.0,{},0.0
169.0,1255.0,1.0,{},0.0
169.0,66.0,2.0,{5: 4},0.1087
169.0,174.0,3.0,"{4: 3, 5: 4}",0.6531
169.0,569.0,4.0,{5: 5},0.7143
169.0,36.0,5.0,"{4: 2, 5: 2}",0.2917
169.0,936.0,6.0,"{3: 1, 4: 1}",0.1667
169.0,62.0,7.0,"{4: 2, 5: 2}",0.2979
169.0,635.0,8.0,"{4: 1, 5: 1}",0.2571
169.0,180.0,9.0,"{4: 1, 5: 2}",0.2432
169.0,99.0,10.0,"{3: 1, 5: 1}",0.1702
170.0,1255.0,1.0,{},0.0
170.0,180.0,2.0,{},0.0
170.0,174.0,3.0,{},0.0
170.0,569.0,4.0,{},0.0
170.0,36.0,5.0,{},0.0
170.0,200.0,6.0,{},0.0
170.0,277.0,7.0,{},0.0
170.0,1271.0,8.0,{},0.0
170.0,66.0,9.0,{},0.0
170.0,62.0,10.0,{},0.0
171.0,1255.0,1.0,{},0.0
171.0,569.0,2.0,{},0.0
171.0,200.0,3.0,{},0.0
171.0,180.0,4.0,{},0.0
171.0,174.0,5.0,{},0.0
171.0,36.0,6.0,{},0.0
171.0,277.0,7.0,{},0.0
171.0,66.0,8.0,{},0.0
171.0,130.0,9.0,{5: 2},0.2041
171.0,101.0,10.0,{},0.0
172.0,1255.0,1.0,{},0.0
172.0,174.0,2.0,"{4: 1, 5: 1}",0.1837
172.0,180.0,3.0,{5: 3},0.4054
172.0,36.0,4.0,{4: 1},0.0833
172.0,569.0,5.0,{4: 1},0.1429
172.0,200.0,6.0,{5: 1},0.1
172.0,216.0,7.0,"{4: 2, 5: 2}",0.36
172.0,254.0,8.0,"{4: 2, 5: 1}",0.2708
172.0,240.0,9.0,"{4: 2, 5: 1}",0.18
172.0,66.0,10.0,{4: 1},0.087
173.0,1255.0,1.0,{},0.0
173.0,174.0,2.0,"{3: 1, 4: 2, 5: 2}",0.4286
173.0,180.0,3.0,{5: 5},0.4054
173.0,5.0,4.0,"{2: 1, 5: 4}",0.4255
173.0,260.0,5.0,{5: 2},0.2083
173.0,240.0,6.0,"{3: 1, 4: 5, 5: 1}",0.42
173.0,36.0,7.0,"{3: 1, 4: 1, 5: 2}",0.3542
173.0,512.0,8.0,{5: 1},0.1136
173.0,571.0,9.0,"{3: 3, 4: 2, 5: 2}",0.5745
173.0,254.0,10.0,"{2: 1, 3: 1, 4: 1, 5: 3}",0.4583
174.0,1255.0,1.0,{},0.0
174.0,180.0,2.0,{},0.0
174.0,569.0,3.0,{},0.0
174.0,174.0,4.0,{},0.0
174.0,36.0,5.0,{},0.0
174.0,277.0,6.0,{},0.0
174.0,200.0,7.0,{},0.0
174.0,1271.0,8.0,{},0.0
174.0,62.0,9.0,{},0.0
174.0,161.0,10.0,{},0.0
175.0,49.0,1.0,"{3: 3, 4: 4, 5: 1}",0.6122
175.0,1255.0,2.0,{},0.0
175.0,5.0,3.0,{},0.0
175.0,496.0,4.0,{},0.0
175.0,118.0,5.0,{4: 1},0.0816
175.0,492.0,6.0,"{4: 1, 5: 1}",0.2
175.0,260.0,7.0,{3: 2},0.125
175.0,695.0,8.0,"{2: 1, 5: 1}",0.1136
175.0,174.0,9.0,{},0.0
175.0,240.0,10.0,{4: 1},0.08
176.0,161.0,1.0,"{3: 1, 4: 5, 5: 3}",0.76
176.0,357.0,2.0,"{4: 5, 5: 5}",0.82
176.0,1255.0,3.0,{},0.0
176.0,200.0,4.0,"{2: 1, 5: 1}",0.1
176.0,569.0,5.0,{},0.0
176.0,239.0,6.0,{4: 2},0.0816
176.0,66.0,7.0,{3: 1},0.0652
176.0,99.0,8.0,{},0.0
176.0,635.0,9.0,{4: 1},0.1143
176.0,254.0,10.0,{3: 1},0.0625
177.0,1255.0,1.0,{},0.0
177.0,569.0,2.0,{},0.0
177.0,347.0,3.0,{},0.0
177.0,180.0,4.0,{},0.0
177.0,101.0,5.0,{},0.0
177.0,277.0,6.0,{},0.0
177.0,200.0,7.0,{},0.0
177.0,408.0,8.0,{},0.0
177.0,161.0,9.0,{},0.0
177.0,1271.0,10.0,{},0.0
178.0,1255.0,1.0,{},0.0
178.0,180.0,2.0,"{4: 1, 5: 3}",0.5135
178.0,174.0,3.0,"{4: 3, 5: 3}",0.551
178.0,36.0,4.0,{4: 2},0.1667
178.0,569.0,5.0,{5: 1},0.0
178.0,1271.0,6.0,{},0.0
178.0,277.0,7.0,{5: 4},0.2273
178.0,496.0,8.0,"{3: 1, 5: 1}",0.1739
178.0,1047.0,9.0,{},0.0
178.0,522.0,10.0,{},0.0
179.0,1255.0,1.0,{},0.0
179.0,569.0,2.0,"{4: 1, 5: 2}",0.5
179.0,36.0,3.0,"{3: 1, 4: 1, 5: 2}",0.2708
179.0,130.0,4.0,"{3: 1, 4: 1, 5: 1}",0.2449
179.0,180.0,5.0,{},0.0
179.0,936.0,6.0,"{3: 2, 4: 3, 5: 1}",0.3571
179.0,1271.0,7.0,{},0.0
179.0,273.0,8.0,"{2: 1, 3: 2, 4: 1, 5: 2}",0.4255
179.0,991.0,9.0,{4: 1},0.3333
179.0,389.0,10.0,"{3: 2, 4: 3, 5: 1}",0.561
180.0,1255.0,1.0,{},0.0
180.0,254.0,2.0,"{3: 1, 4: 2, 5: 3}",0.4792
180.0,66.0,3.0,"{4: 6, 5: 3}",0.5652
180.0,36.0,4.0,"{4: 4, 5: 4}",0.5417
180.0,161.0,5.0,"{3: 1, 4: 7, 5: 2}",0.74
180.0,180.0,6.0,{5: 1},0.0
180.0,569.0,7.0,{5: 1},0.1786
180.0,936.0,8.0,"{4: 4, 5: 2}",0.5238
180.0,753.0,9.0,"{4: 1, 5: 2}",0.4
180.0,277.0,10.0,{4: 1},0.0
181.0,102.0,1.0,"{2: 1, 4: 3, 5: 6}",0.5833
181.0,1255.0,2.0,{},0.0
181.0,652.0,3.0,"{4: 3, 5: 1}",0.2826
181.0,719.0,4.0,"{4: 2, 5: 2}",0.383
181.0,456.0,5.0,"{2: 2, 3: 1, 4: 6, 5: 1}",0.7442
181.0,247.0,6.0,"{3: 2, 4: 3, 5: 5}",0.8261
181.0,569.0,7.0,{5: 1},0.0
181.0,291.0,8.0,"{3: 3, 4: 3, 5: 1}",0.2778
181.0,98.0,9.0,"{3: 1, 4: 3, 5: 1}",0.2927
181.0,635.0,10.0,"{3: 1, 4: 1}",0.2
182.0,1255.0,1.0,{},0.0
182.0,174.0,2.0,"{3: 1, 4: 1, 5: 4}",0.449
182.0,180.0,3.0,{5: 2},0.2703
182.0,240.0,4.0,"{4: 2, 5: 4}",0.36
182.0,569.0,5.0,{},0.0
182.0,62.0,6.0,"{3: 1, 4: 4, 5: 1}",0.5106
182.0,277.0,7.0,{5: 3},0.2273
182.0,753.0,8.0,{},0.0
182.0,66.0,9.0,"{3: 2, 4: 3, 5: 1}",0.413
182.0,1271.0,10.0,{},0.0
183.0,1255.0,1.0,{5: 1},0.5556
183.0,180.0,2.0,{5: 2},0.0
183.0,36.0,3.0,"{4: 1, 5: 4}",0.3958
183.0,569.0,4.0,{4: 2},0.0
183.0,200.0,5.0,"{2: 1, 4: 3, 5: 2}",0.44
183.0,277.0,6.0,"{4: 1, 5: 3}",0.4318
183.0,254.0,7.0,"{3: 2, 4: 2, 5: 2}",0.5
183.0,753.0,8.0,"{2: 1, 4: 1}",0.1143
183.0,66.0,9.0,"{3: 1, 4: 2}",0.2391
183.0,275.0,10.0,"{4: 2, 5: 2}",0.3913
184.0,1255.0,1.0,{5: 2},0.5556
184.0,512.0,2.0,"{3: 1, 4: 4, 5: 4}",0.8864
184.0,180.0,3.0,"{4: 2, 5: 2}",0.4865
184.0,330.0,4.0,"{3: 2, 4: 1, 5: 1}",0.3793
184.0,1047.0,5.0,"{4: 1, 5: 1}",0.3913
184.0,574.0,6.0,"{3: 2, 4: 1, 5: 2}",0.6061
184.0,1120.0,7.0,{3: 1},0.1154
184.0,276.0,8.0,"{4: 3, 5: 3}",0.5745
184.0,275.0,9.0,"{3: 1, 4: 5, 5: 4}",0.8261
184.0,673.0,10.0,"{4: 2, 5: 2}",0.6667
185.0,1255.0,1.0,{},0.0
185.0,180.0,2.0,{},0.0
185.0,569.0,3.0,"{3: 1, 5: 1}",0.1786
185.0,174.0,4.0,{5: 2},0.2041
185.0,36.0,5.0,{},0.0
185.0,277.0,6.0,{},0.0
185.0,200.0,7.0,"{3: 1, 5: 2}",0.16
185.0,1271.0,8.0,{},0.0
185.0,130.0,9.0,{},0.0
185.0,62.0,10.0,{3: 1},0.0638
186.0,1255.0,1.0,{},0.0
186.0,569.0,2.0,{5: 1},0.1786
186.0,936.0,3.0,"{3: 2, 4: 2}",0.3333
186.0,408.0,4.0,"{3: 1, 4: 4, 5: 4}",0.6327
186.0,180.0,5.0,"{4: 1, 5: 2}",0.3784
186.0,174.0,6.0,"{4: 2, 5: 4}",0.4898
186.0,36.0,7.0,"{3: 1, 4: 4, 5: 1}",0.4167
186.0,101.0,8.0,"{4: 1, 5: 8}",0.88
186.0,1271.0,9.0,{},0.0
186.0,130.0,10.0,"{3: 1, 4: 1}",0.1429
187.0,1255.0,1.0,{},0.0
187.0,569.0,2.0,{},0.0
187.0,180.0,3.0,{},0.0
187.0,277.0,4.0,{},0.0
187.0,174.0,5.0,{},0.0
187.0,36.0,6.0,{},0.0
187.0,1271.0,7.0,{},0.0
187.0,200.0,8.0,{},0.0
187.0,62.0,9.0,{2: 1},0.0
187.0,991.0,10.0,{},0.0
188.0,1255.0,1.0,{},0.0
188.0,174.0,2.0,{},0.0
188.0,180.0,3.0,"{4: 1, 5: 1}",0.2432
188.0,36.0,4.0,{},0.0
188.0,569.0,5.0,{},0.0
188.0,200.0,6.0,{5: 1},0.1
188.0,66.0,7.0,{},0.0
188.0,277.0,8.0,{},0.0
188.0,254.0,9.0,{},0.0
188.0,1271.0,10.0,{},0.0
189.0,1255.0,1.0,{},0.0
189.0,180.0,2.0,{},0.0
189.0,569.0,3.0,{},0.0
189.0,174.0,4.0,{},0.0
189.0,200.0,5.0,{},0.0
189.0,36.0,6.0,{},0.0
189.0,277.0,7.0,{},0.0
189.0,66.0,8.0,{},0.0
189.0,1271.0,9.0,{},0.0
189.0,254.0,10.0,{},0.0
190.0,1255.0,1.0,{},0.0
190.0,180.0,2.0,{},0.0
190.0,569.0,3.0,{},0.0
190.0,174.0,4.0,{4: 1},0.0816
190.0,36.0,5.0,{3: 1},0.0
190.0,277.0,6.0,{},0.0
190.0,200.0,7.0,{},0.0
190.0,1271.0,8.0,{},0.0
190.0,130.0,9.0,"{3: 1, 4: 1, 5: 1}",0.2449
190.0,62.0,10.0,{},0.0
191.0,1255.0,1.0,{},0.0
191.0,180.0,2.0,{5: 1},0.0
191.0,569.0,3.0,{4: 3},0.1429
191.0,36.0,4.0,"{4: 1, 5: 1}",0.1875
191.0,277.0,5.0,"{4: 1, 5: 1}",0.2045
191.0,254.0,6.0,"{3: 2, 4: 3, 5: 2}",0.5208
191.0,66.0,7.0,"{4: 1, 5: 1}",0.1957
191.0,240.0,8.0,"{3: 1, 4: 3, 5: 2}",0.42
191.0,1271.0,9.0,{},0.0
191.0,62.0,10.0,"{4: 2, 5: 1}",0.2766
192.0,1255.0,1.0,{},0.0
192.0,174.0,2.0,{5: 1},0.102
192.0,180.0,3.0,{5: 1},0.1351
192.0,240.0,4.0,{4: 1},0.0
192.0,200.0,5.0,{5: 2},0.2
192.0,569.0,6.0,{5: 1},0.1786
192.0,277.0,7.0,{5: 1},0.1136
192.0,66.0,8.0,{5: 1},0.1087
192.0,753.0,9.0,{},0.0
192.0,62.0,10.0,{5: 1},0.1064
193.0,1255.0,1.0,{},0.0
193.0,496.0,2.0,"{4: 2, 5: 4}",0.6087
193.0,174.0,3.0,"{3: 1, 4: 2, 5: 3}",0.449
193.0,260.0,4.0,"{4: 1, 5: 4}",0.3958
193.0,118.0,5.0,"{3: 3, 4: 2, 5: 2}",0.4898
193.0,133.0,6.0,{4: 2},0.1778
193.0,180.0,7.0,"{4: 1, 5: 3}",0.2703
193.0,695.0,8.0,"{2: 1, 3: 3, 5: 2}",0.4318
193.0,36.0,9.0,"{4: 3, 5: 2}",0.4583
193.0,330.0,10.0,"{3: 2, 4: 1, 5: 1}",0.4138
194.0,1255.0,1.0,{},0.0
194.0,180.0,2.0,{5: 1},0.1351
194.0,174.0,3.0,{4: 1},0.0816
194.0,36.0,4.0,{5: 2},0.1042
194.0,569.0,5.0,{4: 1},0.1429
194.0,277.0,6.0,{5: 1},0.1136
194.0,1271.0,7.0,{},0.0
194.0,240.0,8.0,"{3: 1, 4: 1, 5: 4}",0.54
194.0,496.0,9.0,{4: 1},0.087
194.0,260.0,10.0,{},0.0
195.0,1255.0,1.0,{},0.0
195.0,180.0,2.0,"{4: 1, 5: 1}",0.2432
195.0,569.0,3.0,"{3: 2, 5: 1}",0.3929
195.0,66.0,4.0,"{3: 1, 4: 6}",0.5
195.0,216.0,5.0,"{3: 1, 4: 3, 5: 3}",0.6
195.0,496.0,6.0,"{2: 1, 3: 1, 4: 3, 5: 2}",0.4565
195.0,240.0,7.0,"{2: 1, 4: 5, 5: 2}",0.6
195.0,277.0,8.0,"{4: 2, 5: 2}",0.2045
195.0,260.0,9.0,"{3: 3, 5: 5}",0.6042
195.0,1271.0,10.0,{},0.0
196.0,1255.0,1.0,{},0.0
196.0,569.0,2.0,{},0.0
196.0,180.0,3.0,{},0.0
196.0,200.0,4.0,{},0.0
196.0,277.0,5.0,{},0.0
196.0,174.0,6.0,{4: 1},0.0816
196.0,347.0,7.0,{},0.0
196.0,101.0,8.0,{5: 1},0.1
196.0,130.0,9.0,{5: 1},0.102
196.0,36.0,10.0,{5: 1},0.0
197.0,1255.0,1.0,{},0.0
197.0,569.0,2.0,{},0.0
197.0,180.0,3.0,{},0.0
197.0,174.0,4.0,{},0.0
197.0,200.0,5.0,{},0.0
197.0,277.0,6.0,{},0.0
197.0,36.0,7.0,{},0.0
197.0,1271.0,8.0,{},0.0
197.0,130.0,9.0,{5: 3},0.3061
197.0,991.0,10.0,{},0.0
198.0,1255.0,1.0,{},0.0
198.0,569.0,2.0,{5: 1},0.1786
198.0,200.0,3.0,{5: 1},0.1
198.0,180.0,4.0,{},0.0
198.0,174.0,5.0,{},0.0
198.0,36.0,6.0,{5: 1},0.1042
198.0,66.0,7.0,{5: 1},0.0
198.0,277.0,8.0,{},0.0
198.0,101.0,9.0,"{3: 1, 5: 1}",0.16
198.0,62.0,10.0,{},0.0
199.0,1255.0,1.0,{},0.0
199.0,174.0,2.0,{},0.0
199.0,180.0,3.0,{},0.0
199.0,36.0,4.0,{},0.0
199.0,66.0,5.0,{},0.0
199.0,200.0,6.0,{},0.0
199.0,569.0,7.0,{},0.0
199.0,254.0,8.0,{},0.0
199.0,240.0,9.0,{},0.0
199.0,1271.0,10.0,{},0.0
200.0,1255.0,1.0,{},0.0
200.0,174.0,2.0,{},0.0
200.0,569.0,3.0,{},0.0
200.0,180.0,4.0,{},0.0
200.0,36.0,5.0,{},0.0
200.0,200.0,6.0,{},0.0
200.0,277.0,7.0,{},0.0
200.0,66.0,8.0,{},0.0
200.0,1271.0,9.0,{},0.0
200.0,62.0,10.0,{},0.0
201.0,1255.0,1.0,{},0.0
201.0,174.0,2.0,{3: 1},0.0612
201.0,180.0,3.0,"{4: 1, 5: 1}",0.2432
201.0,569.0,4.0,{},0.0
201.0,36.0,5.0,{},0.0
201.0,200.0,6.0,{5: 1},0.1
201.0,277.0,7.0,{},0.0
201.0,66.0,8.0,{},0.0
201.0,130.0,9.0,"{4: 1, 5: 2}",0.2857
201.0,1271.0,10.0,{},0.0
202.0,1255.0,1.0,{},0.0
202.0,408.0,2.0,"{3: 2, 4: 2, 5: 5}",0.7959
202.0,719.0,3.0,{4: 2},0.0851
202.0,200.0,4.0,"{4: 2, 5: 3}",0.46
202.0,652.0,5.0,"{3: 1, 4: 2, 5: 1}",0.2609
202.0,68.0,6.0,"{2: 1, 3: 2, 4: 2, 5: 2}",0.5581
202.0,291.0,7.0,"{1: 1, 3: 3, 4: 3}",0.4722
202.0,130.0,8.0,"{4: 1, 5: 1}",0.1837
202.0,647.0,9.0,"{3: 2, 4: 1}",0.2564
202.0,98.0,10.0,"{4: 3, 5: 1}",0.4146
203.0,1255.0,1.0,{},0.0
