userId,itemId,rank,explanations
112.0,389.0,10.0,"{'item': 9     318
10     96
6     390
11    275
19    333
24    950
8      34
2     700
25    239
23    156
Name: item, dtype: int64, 'contribution': 9     0.282009
10    0.269846
6     0.252002
11    0.237484
19    0.233884
24    0.180359
8     0.114655
2     0.070460
25    0.066382
23    0.064870
Name: contribution, dtype: float64}"
113.0,23.0,1.0,"{'item': 15    151
12    106
25    446
16    613
23    403
13    364
18    136
6     140
10     68
20    242
Name: item, dtype: int64, 'contribution': 15    0.371081
12    0.239849
25    0.209379
16    0.208804
23    0.202682
13    0.198846
18    0.166839
6     0.150148
10    0.116783
20    0.102454
Name: contribution, dtype: float64}"
113.0,153.0,2.0,"{'item': 25     446
5      382
33      10
19      73
6      140
27    1036
11     355
32     652
17     189
22      95
Name: item, dtype: int64, 'contribution': 25    0.525116
5     0.273883
33    0.166198
19    0.117996
6     0.116760
27    0.112314
11    0.083440
32    0.067129
17    0.062083
22    0.060704
Name: contribution, dtype: float64}"
113.0,552.0,3.0,"{'item': 9     178
23    403
13    364
16    613
7     120
15    151
17    189
2      52
3      24
12    106
Name: item, dtype: int64, 'contribution': 9     0.195237
23    0.173755
13    0.160053
16    0.143088
7     0.126166
15    0.113593
17    0.107256
2     0.104850
3     0.101832
12    0.097193
Name: contribution, dtype: float64}"
113.0,25.0,4.0,"{'item': 8     278
12    106
7     120
5     382
6     140
18    136
23    403
15    151
9     178
4     209
Name: item, dtype: int64, 'contribution': 8     0.314193
12    0.250155
7     0.185594
5     0.128311
6     0.120545
18    0.117549
23    0.104110
15    0.094733
9     0.077122
4     0.070068
Name: contribution, dtype: float64}"
113.0,103.0,5.0,"{'item': 12    106
19     73
2      52
3      24
4     209
10     68
16    613
24     77
20    242
23    403
Name: item, dtype: int64, 'contribution': 12    0.449842
19    0.221131
2     0.203291
3     0.194222
4     0.187959
10    0.164842
16    0.134535
24    0.134171
20    0.133543
23    0.116791
Name: contribution, dtype: float64}"
113.0,49.0,6.0,"{'item': 27    1036
11     355
28     406
21     357
19      73
4      209
32     652
31     502
15     151
6      140
Name: item, dtype: int64, 'contribution': 27    0.328371
11    0.321688
28    0.237045
21    0.199212
19    0.185599
4     0.175565
32    0.163418
31    0.159128
15    0.155693
6     0.147521
Name: contribution, dtype: float64}"
113.0,204.0,7.0,"{'item': 29     647
20     242
27    1036
15     151
7      120
13     364
28     406
19      73
8      278
1      484
Name: item, dtype: int64, 'contribution': 29    0.304248
20    0.160937
27    0.155779
15    0.136227
7     0.133434
13    0.117781
28    0.100835
19    0.089102
8     0.079614
1     0.077659
Name: contribution, dtype: float64}"
113.0,695.0,8.0,"{'item': 31    502
19     73
29    647
23    403
20    242
1     484
9     178
3      24
8     278
28    406
Name: item, dtype: int64, 'contribution': 31    0.333623
19    0.237973
29    0.157582
23    0.140605
20    0.124162
1     0.122194
9     0.120877
3     0.110021
8     0.102688
28    0.095286
Name: contribution, dtype: float64}"
113.0,12.0,9.0,"{'item': 27    1036
28     406
2       52
1      484
10      68
33      10
11     355
0      157
18     136
23     403
Name: item, dtype: int64, 'contribution': 27    0.484206
28    0.260123
2     0.250710
1     0.201888
10    0.191720
33    0.174911
11    0.156028
0     0.149884
18    0.141523
23    0.118768
Name: contribution, dtype: float64}"
113.0,17.0,10.0,"{'item': 9     178
30    745
15    151
31    502
8     278
29    647
21    357
33     10
19     73
32    652
Name: item, dtype: int64, 'contribution': 9     0.462014
30    0.421293
15    0.258905
31    0.190669
8     0.173728
29    0.119777
21    0.110379
33    0.098557
19    0.096723
32    0.083066
Name: contribution, dtype: float64}"
114.0,567.0,1.0,"{'item': 216    592
73     460
206    408
228    101
132    293
210    473
246    240
101    508
83      89
142    449
Name: item, dtype: int64, 'contribution': 216    0.137018
73     0.121070
206    0.114572
228    0.100946
132    0.097510
210    0.094784
246    0.094275
101    0.092329
83     0.091087
142    0.090648
Name: contribution, dtype: float64}"
114.0,423.0,2.0,"{'item': 67     438
214    166
189    623
15     697
125    367
200    767
0      154
74     852
30     226
135    406
Name: item, dtype: int64, 'contribution': 67     0.213510
214    0.178577
189    0.173910
15     0.149901
125    0.149825
200    0.148649
0      0.139602
74     0.138777
30     0.136569
135    0.134132
Name: contribution, dtype: float64}"
114.0,590.0,3.0,"{'item': 215    170
15     697
70     277
52     670
188    236
100     50
61     465
172    329
97      46
46     174
Name: item, dtype: int64, 'contribution': 215    0.120077
15     0.119680
70     0.103691
52     0.102260
188    0.094666
100    0.094398
61     0.089789
172    0.085937
97     0.085580
46     0.081671
Name: contribution, dtype: float64}"
114.0,330.0,4.0,"{'item': 209     574
129     169
49      492
71      856
125     367
205      56
155     235
113    1059
238     693
121     942
Name: item, dtype: int64, 'contribution': 209    0.180768
129    0.164040
49     0.081704
71     0.076606
125    0.074090
205    0.071848
155    0.066107
113    0.063584
238    0.059965
121    0.059824
Name: contribution, dtype: float64}"
114.0,418.0,5.0,"{'item': 164    740
13      88
136    610
238    693
34     482
217      0
243    189
110    365
232     68
153    500
Name: item, dtype: int64, 'contribution': 164    0.111397
13     0.100852
136    0.097865
238    0.093506
34     0.091825
217    0.091146
243    0.089419
110    0.087329
232    0.086278
153    0.085272
Name: contribution, dtype: float64}"
114.0,105.0,6.0,"{'item': 221    618
227    723
194     96
181     66
243    189
183    828
172    329
110    365
0      154
174    607
Name: item, dtype: int64, 'contribution': 221    0.131991
227    0.107959
194    0.069568
181    0.064853
243    0.064449
183    0.064181
172    0.061310
110    0.060021
0      0.059651
174    0.058719
Name: contribution, dtype: float64}"
114.0,479.0,7.0,"{'item': 90       8
203     92
195    247
214    166
2      180
30     226
147    284
49     492
110    365
160    276
Name: item, dtype: int64, 'contribution': 90     0.183498
203    0.143679
195    0.127690
214    0.116114
2      0.115663
30     0.114317
147    0.110245
49     0.107040
110    0.106762
160    0.096643
Name: contribution, dtype: float64}"
114.0,677.0,8.0,"{'item': 147     284
106     657
118    1016
6       356
247    1206
215     170
128      21
205      56
135     406
15      697
Name: item, dtype: int64, 'contribution': 147    0.170872
106    0.129037
118    0.112454
6      0.101413
247    0.090257
215    0.084672
128    0.075438
205    0.073479
135    0.069409
15     0.066761
Name: contribution, dtype: float64}"
114.0,888.0,9.0,"{'item': 112    302
6      356
116    156
65     337
242    665
220    544
60     244
28     231
190    599
91     540
Name: item, dtype: int64, 'contribution': 112    0.145838
6      0.124555
116    0.097077
65     0.087209
242    0.083445
220    0.082220
60     0.080025
28     0.075524
190    0.074127
91     0.072709
Name: contribution, dtype: float64}"
114.0,725.0,10.0,"{'item': 125     367
135     406
42       58
117     173
178    1020
127     342
131     258
14      390
53       62
183     828
Name: item, dtype: int64, 'contribution': 125    0.114834
135    0.103838
42     0.103464
117    0.085534
178    0.076307
127    0.075488
131    0.073396
14     0.073351
53     0.071633
183    0.068888
Name: contribution, dtype: float64}"
115.0,52.0,1.0,"{'item': 60     357
94     302
20    1077
56      12
53      25
57     198
93     578
24     278
77     849
89     483
Name: item, dtype: int64, 'contribution': 60    0.682635
94    0.484663
20    0.320568
56    0.299123
53    0.274289
57    0.251711
93    0.247394
24    0.240865
77    0.220164
89    0.219321
Name: contribution, dtype: float64}"
115.0,512.0,2.0,"{'item': 52     133
81     427
10      10
64     665
68     124
13     251
85    1084
15     502
35     977
60     357
Name: item, dtype: int64, 'contribution': 52    0.274362
81    0.248847
10    0.205770
64    0.181384
68    0.177570
13    0.171844
85    0.143570
15    0.140076
35    0.137227
60    0.127241
Name: contribution, dtype: float64}"
115.0,141.0,3.0,"{'item': 20    1077
39     501
81     427
42     115
11     209
87    1013
4       97
62     204
35     977
93     578
Name: item, dtype: int64, 'contribution': 20    0.355726
39    0.346663
81    0.322380
42    0.250735
11    0.245184
87    0.239768
4     0.224846
62    0.216808
35    0.206337
93    0.204573
Name: contribution, dtype: float64}"
115.0,267.0,4.0,"{'item': 76     355
81     427
69     769
64     665
88      98
25     177
20    1077
48     523
36      24
75     911
Name: item, dtype: int64, 'contribution': 76    0.459895
81    0.282645
69    0.269556
64    0.223612
88    0.218019
25    0.212518
20    0.194929
48    0.187866
36    0.184873
75    0.182258
Name: contribution, dtype: float64}"
115.0,175.0,5.0,"{'item': 48     523
9       68
70     305
75     911
5      181
20    1077
58     676
34     525
26      51
85    1084
Name: item, dtype: int64, 'contribution': 48    0.538286
9     0.536799
70    0.426725
75    0.394564
5     0.371588
20    0.349052
58    0.282054
34    0.280257
26    0.277088
85    0.276253
Name: contribution, dtype: float64}"
115.0,336.0,6.0,"{'item': 34    525
58    676
25    177
95    510
48    523
21    325
5     181
67    577
71    382
49    613
Name: item, dtype: int64, 'contribution': 34    0.291793
58    0.236848
25    0.223860
95    0.157001
48    0.153361
21    0.150792
5     0.144003
67    0.129324
71    0.126603
49    0.125444
Name: contribution, dtype: float64}"
115.0,196.0,7.0,"{'item': 95    510
4      97
69    769
65    893
66     17
3     552
47    387
19    252
10     10
50      1
Name: item, dtype: int64, 'contribution': 95    0.347272
4     0.345002
69    0.312599
65    0.263347
66    0.229540
3     0.195973
47    0.171999
19    0.158790
10    0.130482
50    0.120293
Name: contribution, dtype: float64}"
115.0,148.0,8.0,"{'item': 75     911
33    1123
90      73
68     124
87    1013
29     371
81     427
5      181
64     665
82     771
Name: item, dtype: int64, 'contribution': 75    0.423396
33    0.407566
90    0.354964
68    0.294058
87    0.273850
29    0.208119
81    0.188748
5     0.173969
64    0.172750
82    0.169206
Name: contribution, dtype: float64}"
115.0,656.0,9.0,"{'item': 95    510
69    769
94    302
24    278
28    413
15    502
5     181
6      86
88     98
76    355
Name: item, dtype: int64, 'contribution': 95    0.417332
69    0.347652
94    0.214333
24    0.213425
28    0.189061
15    0.181300
5     0.172581
6     0.171099
88    0.167665
76    0.162664
Name: contribution, dtype: float64}"
115.0,298.0,10.0,"{'item': 26     51
80    406
48    523
51    644
61    719
32    364
4      97
7     158
47    387
46    862
Name: item, dtype: int64, 'contribution': 26    0.311620
80    0.206705
48    0.185008
51    0.182985
61    0.178156
32    0.177297
4     0.172338
7     0.169923
47    0.160641
46    0.148312
Name: contribution, dtype: float64}"
116.0,87.0,1.0,"{'item': 120    153
175    350
127    321
281    652
73     226
125    177
299     22
276     10
78     274
100    472
Name: item, dtype: int64, 'contribution': 120    0.142083
175    0.102391
127    0.099103
281    0.086217
73     0.080257
125    0.079693
299    0.078891
276    0.073985
78     0.073385
100    0.072380
Name: contribution, dtype: float64}"
116.0,511.0,2.0,"{'item': 274    184
227    881
234    325
111    528
4      401
9      104
281    652
192    864
78     274
313    130
Name: item, dtype: int64, 'contribution': 274    0.149531
227    0.124732
234    0.114056
111    0.107662
4      0.093596
9      0.093202
281    0.088348
192    0.082372
78     0.078072
313    0.075211
Name: contribution, dtype: float64}"
116.0,331.0,3.0,"{'item': 256     492
313     130
102    1023
31      201
295     925
63        4
173     863
143     139
251     251
129      60
Name: item, dtype: int64, 'contribution': 256    0.118609
313    0.110563
102    0.108697
31     0.108300
295    0.108018
63     0.105781
173    0.099347
143    0.096496
251    0.094475
129    0.094024
Name: contribution, dtype: float64}"
116.0,527.0,4.0,"{'item': 153    211
121    338
88     151
141    416
200     52
302     61
81      47
68     886
173    863
36     146
Name: item, dtype: int64, 'contribution': 153    0.162091
121    0.110302
88     0.093603
141    0.090882
200    0.086538
302    0.086303
81     0.084624
68     0.084156
173    0.081008
36     0.079840
Name: contribution, dtype: float64}"
116.0,311.0,5.0,"{'item': 60     256
54     182
294    172
62     447
56     240
161    628
3      198
98     364
79     136
133    565
Name: item, dtype: int64, 'contribution': 60     0.288716
54     0.137214
294    0.123048
62     0.119836
56     0.109380
161    0.107476
3      0.105905
98     0.103228
79     0.100926
133    0.099797
Name: contribution, dtype: float64}"
116.0,725.0,6.0,"{'item': 99       99
310    1040
222     505
304     506
36      146
111     528
82      260
269     317
56      240
181     181
Name: item, dtype: int64, 'contribution': 99     0.163973
310    0.158981
222    0.141820
304    0.128834
36     0.126265
111    0.124439
82     0.123533
269    0.114072
56     0.113060
181    0.109874
Name: contribution, dtype: float64}"
116.0,796.0,7.0,"{'item': 268    435
35     368
262    217
221    314
215    167
16     292
256    492
9      104
270     24
302     61
Name: item, dtype: int64, 'contribution': 268    0.098442
35     0.081633
262    0.080998
221    0.079658
215    0.071724
16     0.065908
256    0.063958
9      0.061788
270    0.061491
302    0.060053
Name: contribution, dtype: float64}"
116.0,150.0,8.0,"{'item': 25     113
294    172
233    333
183    438
11      29
96     291
57     945
299     22
133    565
191    895
Name: item, dtype: int64, 'contribution': 25     0.139388
294    0.139193
233    0.132681
183    0.132484
11     0.131505
96     0.122805
57     0.110651
299    0.104671
133    0.103467
191    0.099797
Name: contribution, dtype: float64}"
116.0,973.0,9.0,"{'item': 183     438
3       198
202     253
217     746
69      408
25      113
87     1237
160     121
34       25
158     418
Name: item, dtype: int64, 'contribution': 183    0.100370
3      0.077560
202    0.077193
217    0.074440
69     0.070595
25     0.067657
87     0.064675
160    0.064171
34     0.063194
158    0.061843
Name: contribution, dtype: float64}"
116.0,8.0,10.0,"{'item': 111    528
10     610
222    505
96     291
313    130
73     226
62     447
231    657
200     52
277    860
Name: item, dtype: int64, 'contribution': 111    0.162261
10     0.114442
222    0.099801
96     0.099741
313    0.097785
73     0.093741
62     0.093485
231    0.092849
200    0.089658
277    0.086290
Name: contribution, dtype: float64}"
117.0,97.0,1.0,"{'item': 139     651
162     911
34      219
56        3
62      872
132     647
182    1104
127     336
167      12
115     140
Name: item, dtype: int64, 'contribution': 139    0.242496
162    0.180176
34     0.162453
56     0.141273
62     0.139373
132    0.133271
182    0.130898
127    0.128994
167    0.122774
115    0.119269
Name: contribution, dtype: float64}"
117.0,83.0,2.0,"{'item': 175     17
184    474
39     456
168      6
122    506
12     316
106    124
134    600
147    231
149    120
Name: item, dtype: int64, 'contribution': 175    0.260119
184    0.231223
39     0.224081
168    0.222114
122    0.204169
12     0.203456
106    0.187354
134    0.183550
147    0.183529
149    0.181233
Name: contribution, dtype: float64}"
117.0,656.0,3.0,"{'item': 31     196
74     126
131      8
127    336
10      86
108     33
123    136
27     181
176    359
111    408
Name: item, dtype: int64, 'contribution': 31     0.312870
74     0.259795
131    0.202278
127    0.198540
10     0.190059
108    0.154080
123    0.151197
27     0.136784
176    0.135211
111    0.134622
Name: contribution, dtype: float64}"
117.0,76.0,4.0,"{'item': 178    458
184    474
163    182
65     253
61     476
94      65
170    437
131      8
39     456
50     685
Name: item, dtype: int64, 'contribution': 178    0.268926
184    0.218907
163    0.185380
65     0.170885
61     0.158367
94     0.108556
170    0.107498
131    0.103159
39     0.095194
50     0.091683
Name: contribution, dtype: float64}"
117.0,75.0,5.0,"{'item': 112     79
95     832
110     68
160     51
41     447
150    406
0      168
170    437
6      532
129    559
Name: item, dtype: int64, 'contribution': 112    0.154561
95     0.153844
110    0.150847
160    0.128855
41     0.127096
150    0.126966
0      0.110481
170    0.109711
6      0.108601
129    0.107835
Name: contribution, dtype: float64}"
117.0,156.0,6.0,"{'item': 169    229
87     543
69     293
114    504
122    506
91      29
61     476
143    322
139    651
25     298
Name: item, dtype: int64, 'contribution': 169    0.266222
87     0.258204
69     0.235556
114    0.233398
122    0.215490
91     0.210095
61     0.197700
143    0.183340
139    0.181944
25     0.175526
Name: contribution, dtype: float64}"
117.0,434.0,7.0,"{'item': 88     443
108     33
23     131
65     253
25     298
10      86
57     409
174    265
59     370
24     670
Name: item, dtype: int64, 'contribution': 88     0.238982
108    0.134480
23     0.108148
65     0.100773
25     0.093778
10     0.088657
57     0.080934
174    0.078580
59     0.076293
24     0.075370
Name: contribution, dtype: float64}"
117.0,117.0,8.0,"{'item': 9      176
160     51
5        9
41     447
92     664
164    357
157    469
13     748
147    231
10      86
Name: item, dtype: int64, 'contribution': 9      0.455313
160    0.363312
5      0.323569
41     0.298353
92     0.272363
164    0.260939
157    0.245244
13     0.225985
147    0.225603
10     0.217048
Name: contribution, dtype: float64}"
117.0,354.0,9.0,"{'item': 55     758
145    862
65     253
165    377
118    435
35     161
83     523
54     502
95     832
135     54
Name: item, dtype: int64, 'contribution': 55     0.187904
145    0.169125
65     0.160889
165    0.156693
118    0.154336
35     0.132436
83     0.130571
54     0.118428
95     0.114751
135    0.114128
Name: contribution, dtype: float64}"
117.0,464.0,10.0,"{'item': 152     62
148     18
130    783
88     443
38     179
78     781
23     131
171    516
29     846
83     523
Name: item, dtype: int64, 'contribution': 152    0.171358
148    0.141571
130    0.141553
88     0.134003
38     0.130020
78     0.128994
23     0.128050
171    0.127662
29     0.115738
83     0.115106
Name: contribution, dtype: float64}"
118.0,151.0,1.0,"{'item': 84     577
21     403
189    190
102     23
186    547
97     501
73     527
107     53
88      61
217    665
Name: item, dtype: int64, 'contribution': 84     0.158469
21     0.153831
189    0.140449
102    0.137096
186    0.132292
97     0.123520
73     0.118762
107    0.116340
88     0.115232
217    0.112682
Name: contribution, dtype: float64}"
118.0,158.0,2.0,"{'item': 105    613
82     444
92     571
214    413
153    452
170    198
224    166
188    351
208    254
217    665
Name: item, dtype: int64, 'contribution': 105    0.184962
82     0.134200
92     0.121522
214    0.117878
153    0.112531
170    0.111275
224    0.111126
188    0.101101
208    0.087328
217    0.085906
Name: contribution, dtype: float64}"
118.0,350.0,3.0,"{'item': 203    112
100    177
168     10
242    510
28     595
96     706
10     337
124    543
73     527
21     403
Name: item, dtype: int64, 'contribution': 203    0.229998
100    0.225249
168    0.195081
242    0.170470
28     0.152246
96     0.151865
10     0.147102
124    0.136104
73     0.123581
21     0.121669
Name: contribution, dtype: float64}"
118.0,822.0,4.0,"{'item': 212    734
216    870
187    329
143     38
78     371
123    856
141    382
188    351
170    198
6      199
Name: item, dtype: int64, 'contribution': 212    0.158943
216    0.139586
187    0.134360
143    0.120694
78     0.114872
123    0.105733
141    0.102741
188    0.102649
170    0.098203
6      0.090406
Name: contribution, dtype: float64}"
118.0,159.0,5.0,"{'item': 103     79
140    820
96     706
156    273
7        6
150    534
16     778
138    147
146     13
66      93
Name: item, dtype: int64, 'contribution': 103    0.139737
140    0.135181
96     0.093261
156    0.085551
7      0.084092
150    0.079128
16     0.076741
138    0.076258
146    0.076221
66     0.075574
Name: contribution, dtype: float64}"
118.0,366.0,6.0,"{'item': 157    321
205    796
86      32
5      179
30     864
31     423
108    462
51     292
238     33
96     706
Name: item, dtype: int64, 'contribution': 157    0.236505
205    0.178331
86     0.150609
5      0.149444
30     0.137075
31     0.134103
108    0.131437
51     0.128472
238    0.115224
96     0.111659
Name: contribution, dtype: float64}"
118.0,78.0,7.0,"{'item': 25     260
130    118
94     591
167    936
80      73
86      32
129    359
149    176
123    856
183    730
Name: item, dtype: int64, 'contribution': 25     0.235152
130    0.150868
94     0.136398
167    0.132551
80     0.131912
86     0.129790
129    0.117314
149    0.115797
123    0.111272
183    0.101231
Name: contribution, dtype: float64}"
118.0,120.0,8.0,"{'item': 84     577
161     22
86      32
149    176
197    156
83       0
169    546
47     552
185     75
87     116
Name: item, dtype: int64, 'contribution': 84     0.276511
161    0.198983
86     0.154537
149    0.153339
197    0.142331
83     0.136362
169    0.132887
47     0.127225
185    0.124959
87     0.121117
Name: contribution, dtype: float64}"
118.0,618.0,9.0,"{'item': 145    342
19     182
33     145
80      73
124    543
180    275
110    474
227    146
129    359
196    189
Name: item, dtype: int64, 'contribution': 145    0.134669
19     0.130588
33     0.129852
80     0.111306
124    0.105440
180    0.101512
110    0.099790
227    0.099475
129    0.096017
196    0.092788
Name: contribution, dtype: float64}"
118.0,629.0,10.0,"{'item': 200    170
92     571
124    543
170    198
100    177
86      32
157    321
4       59
89      65
217    665
Name: item, dtype: int64, 'contribution': 200    0.204995
92     0.166879
124    0.157761
170    0.157677
100    0.155123
86     0.148349
157    0.146675
4      0.134654
89     0.125170
217    0.115095
Name: contribution, dtype: float64}"
119.0,17.0,1.0,"{'item': 105     83
159    151
92     417
111    561
107    180
43     556
71     590
3      309
103    229
96     155
Name: item, dtype: int64, 'contribution': 105    0.366195
159    0.283275
92     0.253420
111    0.249824
107    0.229932
43     0.203278
71     0.188918
3      0.168977
103    0.159667
96     0.157275
Name: contribution, dtype: float64}"
119.0,200.0,2.0,"{'item': 74     1016
113     670
119     734
15      576
137     408
33       31
110     607
41      438
126     816
58      166
Name: item, dtype: int64, 'contribution': 74     0.288312
113    0.286034
119    0.272685
15     0.260849
137    0.260614
33     0.258574
110    0.203673
41     0.199767
126    0.198811
58     0.196931
Name: contribution, dtype: float64}"
119.0,256.0,3.0,"{'item': 114    311
3      309
34     231
48     216
92     417
150    142
149    817
49     622
91     113
58     166
Name: item, dtype: int64, 'contribution': 114    0.473455
3      0.267316
34     0.250053
48     0.207321
92     0.191085
150    0.188284
149    0.183253
49     0.182384
91     0.164477
58     0.155954
Name: contribution, dtype: float64}"
119.0,8.0,4.0,"{'item': 45       3
54     479
157    528
15     576
129    232
55     112
84     293
97     414
21     820
149    817
Name: item, dtype: int64, 'contribution': 45     0.209678
54     0.169623
157    0.164019
15     0.143592
129    0.140144
55     0.132869
84     0.131678
97     0.128047
21     0.124524
149    0.123273
Name: contribution, dtype: float64}"
119.0,801.0,5.0,"{'item': 57      44
123      6
108    464
63     369
3      309
25     156
118    758
35     363
16     474
134    217
Name: item, dtype: int64, 'contribution': 57     0.265266
123    0.211811
108    0.186032
63     0.183055
3      0.177303
25     0.173357
118    0.172284
35     0.160427
16     0.142549
134    0.138392
Name: contribution, dtype: float64}"
119.0,93.0,6.0,"{'item': 6       529
153     329
162     136
134     217
31      182
160    1054
30      864
39       26
53      749
24      557
Name: item, dtype: int64, 'contribution': 6      0.245374
153    0.239821
162    0.173384
134    0.165798
31     0.165220
160    0.163901
30     0.152525
39     0.138057
53     0.128586
24     0.128010
Name: contribution, dtype: float64}"
119.0,506.0,7.0,"{'item': 30     864
135    114
82     172
12     181
25     156
69     367
8      513
0      159
54     479
38     307
Name: item, dtype: int64, 'contribution': 30     0.327567
135    0.226778
82     0.203700
12     0.202503
25     0.197743
69     0.188279
8      0.183194
0      0.180804
54     0.172106
38     0.162952
Name: contribution, dtype: float64}"
119.0,147.0,8.0,"{'item': 131    504
88      82
118    758
140    547
0      159
24     557
46     978
37      61
141    296
119    734
Name: item, dtype: int64, 'contribution': 131    0.212109
88     0.199169
118    0.140955
140    0.137807
0      0.133111
24     0.125118
46     0.114077
37     0.111756
141    0.108219
119    0.101997
Name: contribution, dtype: float64}"
119.0,834.0,9.0,"{'item': 43     556
110    607
35     363
100     33
149    817
118    758
38     307
150    142
23     101
3      309
Name: item, dtype: int64, 'contribution': 43     0.152621
110    0.152233
35     0.135237
100    0.133827
149    0.122987
118    0.099994
38     0.097417
150    0.087390
23     0.086868
3      0.080799
Name: contribution, dtype: float64}"
119.0,120.0,10.0,"{'item': 5      336
24     557
156     32
133     22
43     556
4      458
150    142
151    274
90     375
143     77
Name: item, dtype: int64, 'contribution': 5      0.277629
24     0.251731
156    0.250811
133    0.234250
43     0.208716
4      0.198877
150    0.187969
151    0.185674
90     0.185119
143    0.181082
Name: contribution, dtype: float64}"
120.0,131.0,1.0,"{'item': 28    173
12    348
24     17
59    445
32    631
16    490
40    434
71    298
46    380
3     608
Name: item, dtype: int64, 'contribution': 28    0.269206
12    0.241002
24    0.204935
59    0.193305
32    0.171575
16    0.157252
40    0.152384
71    0.146134
46    0.143422
3     0.136051
Name: contribution, dtype: float64}"
120.0,278.0,2.0,"{'item': 12    348
9      97
47    971
0     136
5     781
28    173
40    434
65     25
3     608
66     73
Name: item, dtype: int64, 'contribution': 12    0.366855
9     0.269631
47    0.266523
0     0.232883
5     0.218694
28    0.175771
40    0.175090
65    0.172967
3     0.171659
66    0.163557
Name: contribution, dtype: float64}"
120.0,117.0,3.0,"{'item': 58     165
62     144
45     158
42     243
31     519
37     124
22     577
79     176
44    1084
26     104
Name: item, dtype: int64, 'contribution': 58    0.485889
62    0.413663
45    0.403210
42    0.370293
31    0.365176
37    0.325867
22    0.309334
79    0.293101
44    0.270992
26    0.251491
Name: contribution, dtype: float64}"
120.0,40.0,4.0,"{'item': 69     420
51     177
90     343
81     552
78    1104
63     647
88     306
40     434
23     409
87     157
Name: item, dtype: int64, 'contribution': 69    0.422296
51    0.345498
90    0.303683
81    0.258855
78    0.256312
63    0.249341
88    0.231255
40    0.221251
23    0.214589
87    0.206306
Name: contribution, dtype: float64}"
120.0,336.0,5.0,"{'item': 39    525
24     17
69    420
83    382
35    656
71    298
51    177
29    120
81    552
7     846
Name: item, dtype: int64, 'contribution': 39    0.295927
24    0.229024
69    0.223679
83    0.219082
35    0.193060
71    0.162616
51    0.145788
29    0.144693
81    0.133204
7     0.132875
Name: contribution, dtype: float64}"
120.0,196.0,6.0,"{'item': 35    656
36    400
9      97
81    552
24     17
93    443
16    490
88    306
42    243
61    511
Name: item, dtype: int64, 'contribution': 35    0.396219
36    0.322706
9     0.250575
81    0.250417
24    0.236159
93    0.234097
16    0.230631
88    0.184293
42    0.156016
61    0.145632
Name: contribution, dtype: float64}"
120.0,58.0,7.0,"{'item': 10     59
36    400
74    970
58    165
23    409
3     608
39    525
88    306
63    647
89    531
Name: item, dtype: int64, 'contribution': 10    0.477144
36    0.416143
74    0.349969
58    0.332842
23    0.300304
3     0.269752
39    0.257943
88    0.243679
63    0.236062
89    0.219991
Name: contribution, dtype: float64}"
120.0,387.0,8.0,"{'item': 88     306
10      59
16     490
36     400
34    1294
12     348
59     445
55      68
22     577
57     178
Name: item, dtype: int64, 'contribution': 88    0.280696
10    0.210900
16    0.168540
36    0.167426
34    0.142373
12    0.128889
59    0.123571
55    0.121174
22    0.120161
57    0.117763
Name: contribution, dtype: float64}"
120.0,151.0,9.0,"{'item': 9       97
17    1034
40     434
34    1294
66      73
22     577
27    1076
60     668
49     432
54      23
Name: item, dtype: int64, 'contribution': 9     0.295618
17    0.245762
40    0.245349
34    0.230253
66    0.205960
22    0.193392
27    0.190871
60    0.189566
49    0.167710
54    0.162200
Name: contribution, dtype: float64}"
120.0,10.0,10.0,"{'item': 83     382
86     969
28     173
72     512
7      846
44    1084
78    1104
50     350
61     511
18     360
Name: item, dtype: int64, 'contribution': 83    0.416300
86    0.398163
28    0.360542
72    0.350874
7     0.336190
44    0.317402
78    0.279332
50    0.275041
61    0.240097
18    0.238070
Name: contribution, dtype: float64}"
121.0,311.0,1.0,"{'item': 53     256
1      204
143    504
124    364
137    361
92     148
132    571
94     297
178    229
174    102
Name: item, dtype: int64, 'contribution': 53     0.394543
1      0.246226
143    0.209170
124    0.167467
137    0.164564
92     0.155445
132    0.147408
94     0.146378
178    0.143100
174    0.137830
Name: contribution, dtype: float64}"
121.0,88.0,2.0,"{'item': 44     307
76     221
194    649
136    315
156    746
99     153
40     767
206    321
180    239
42     183
Name: item, dtype: int64, 'contribution': 44     0.273943
76     0.249381
194    0.227329
136    0.149302
156    0.143796
99     0.138744
40     0.134413
206    0.130964
180    0.123601
42     0.113351
Name: contribution, dtype: float64}"
121.0,17.0,3.0,"{'item': 1      204
173    745
113     83
5      302
191    278
139    179
51     118
126    196
104     33
28     133
Name: item, dtype: int64, 'contribution': 1      0.237353
173    0.207255
113    0.204234
5      0.201571
191    0.183400
139    0.160191
51     0.154409
126    0.148077
104    0.139058
28     0.127749
Name: contribution, dtype: float64}"
121.0,531.0,4.0,"{'item': 102    1076
96      704
183     614
177     408
101     174
69       51
113      83
180     239
120     442
174     102
Name: item, dtype: int64, 'contribution': 102    0.163444
96     0.161518
183    0.141502
177    0.139669
101    0.127594
69     0.120525
113    0.116644
180    0.115565
120    0.112482
174    0.110675
Name: contribution, dtype: float64}"
